id,title,description,link,image_link,price,sale_price,availability,condition,brand,google_product_category,custom_label_0
RSP-031,French Peach Fresh Flower Bouquet,"French natural style bouquet featuring garden roses (champagne/vintage pink), white eustoma, lace flowers and eucalyptus, creating irregular growing lines and airy lightness. Wrapped in oatmeal natural linen with hand-torn raw edge silk ribbon, understated elegance. Handcrafted by Hong Kong florist with flower delivery across HK, perfect for birthdays, Valentine's and anniversaries.",https://www.royalspl.shop/en/product-detail.html?id=32,https://pub-aed48a8286cf45d29bfc6eeefeb882fd.r2.dev/goods/12-peach-rose-white-delphinium-pedestal-bouquet/peach-rose-white-delphinium-garden-pedestal-bouquet-main.jpg,1380.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,法式田園風
RSP-032,Deep Red Lavender,"The rural breeze carries the scent of early dawn into this charcoal-grey arrangement. Juliet roses are the deep red devotion forged by time, cream-colored nerines embody the original tenderness, lavender whispers in the morning breeze, while feverfew and Queen Anne’s Lace weave scattered threads of carefree tranquility. This piece shuns ostentation, telling a vintage and peaceful story of waiting through casual grace and vitality.",https://www.royalspl.shop/en/product-detail.html?id=33,https://pub-aed48a8286cf45d29bfc6eeefeb882fd.r2.dev/goods/13-burgundy-rose-peach-ranunculus-lavender-bouquet/burgundy-rose-peach-ranunculus-lavender-bouquet-main.jpg,1380.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,法式田園風
RSP-033,Grey Purple Champagne,"French natural style purple rose bouquet featuring Mauve Grey Purple Roses (Secret Amour) and Cream White Roses (Cloud Award), with purple daisies, eucalyptus, ferns, violets and lace flowers. Wrapped in caramel and matte charcoal waterproof tissue paper with oatmeal burlap ribbon. Handcrafted by Hong Kong florist, delivery across HK, perfect for birthdays, Valentine's and proposals.",https://www.royalspl.shop/en/product-detail.html?id=34,https://pub-aed48a8286cf45d29bfc6eeefeb882fd.r2.dev/goods/14-mauve-champagne-rose-white-delphinium-bouquet/mauve-champagne-rose-white-delphinium-bouquet-main.jpg,1280.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,法式田園風
RSP-101,Starlight Peony & Tulip Bouquet,"Starlight Peony & Tulip Bouquet, featuring Imported Pink Peonies, Tulips, Fillers, expertly crafted by RoyalSpl Florist Hong Kong. Peonies symbolize prosperity and beauty, with layered silk-like petals and 層次豐富 fragrance.  Perfect for birthdays, anniversaries, Mother's Day, and special occasions.  fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=144,https://static.wixstatic.com/media/641b73_06ab3a27a8124efb80a1e7e3bb3bf4dd~mv2.jpg,1090.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-102,Snow Shadow Peony & Rose Bouquet,"Snow Shadow Peony & Rose Bouquet, featuring Pink Peonies, Roses, Fillers, expertly crafted by RoyalSpl Florist Hong Kong. Peonies symbolize prosperity and beauty, with layered silk-like petals and 層次豐富 fragrance. Height approx 60cm, Width approx 55cm. Perfect for birthdays, anniversaries, Mother's Day, and special occasions.  fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=145,https://static.wixstatic.com/media/641b73_fdc1ae6f2e6d46fc954c612f75489f6a~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-103,White Elegance Peony & Filler Bouquet,"White Elegance Peony & Filler Bouquet, featuring 5 White Peonies, 5-6 Types Fillers, expertly crafted by RoyalSpl Florist Hong Kong. Peonies symbolize prosperity and beauty, with layered silk-like petals and 清新淡雅 fragrance. Height approx 45cm, Width approx 40cm. Perfect for birthdays, anniversaries, Mother's Day, and special occasions. fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=146,https://static.wixstatic.com/media/641b73_764993f8a1e447a99620879144e1a6c7~mv2.jpg,998.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-104,Dreamy Peony Bouquet,"Dreamy Peony Bouquet, featuring Imported Peonies, Peonies, Fillers, expertly crafted by RoyalSpl Florist Hong Kong. Peonies symbolize prosperity and beauty, with layered silk-like petals and 淡雅花香 fragrance. Height approx 50cm, Width approx 45cm. Perfect for birthdays, anniversaries, Mother's Day, and special occasions. fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=147,https://static.wixstatic.com/media/641b73_c49c7652be20475a95bb78f5eae551b0~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-105,Imperial 9 Stems Large Peony Bouquet,"Imperial 9 Stems Large Peony Bouquet, featuring 9 Large Peonies, Fillers, expertly crafted by RoyalSpl Florist Hong Kong. Peonies symbolize prosperity and beauty, with layered silk-like petals and 淡雅花香 fragrance. Height approx 55cm, Width approx 50cm. Perfect for birthdays, anniversaries, Mother's Day, and special occasions. fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=148,https://static.wixstatic.com/media/641b73_2658a565c5114d5db82b894e52fbd292~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-106,Ode to Tulips · Imported Tulip & Pink Rose Fresh Flower Bouquet,"'Tulip Ode' Imported Tulip & Pink Rose Bouquet, featuring 進口鬱金香，粉玫瑰，配花, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 淡雅花香 fragrance.  Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=149,https://static.wixstatic.com/media/641b73_2e3d43a64a594c259a68f1cc8f85d748~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-107,Passionate Red Roses · 20 imported Freedom Red Roses,"'Passion Red' Imported Floyd Red Rose 20 Stems, featuring 進口弗洛伊德玫瑰10枝，紅多頭玫瑰10枝，配花, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 濃郁玫瑰香 fragrance. 高約50cm 寬約45cm. Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=150,https://static.wixstatic.com/media/641b73_05689b3942a74d299e9d73a21a3bcd91~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-108,Freud's Dream · Imported Rose Bouquet with 20 Stems,"'Floyd Dream' Imported Rose 20 Stems Bouquet, featuring 進口弗洛伊德玫瑰20枝，配花隨機, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 濃郁玫瑰香 fragrance.  Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=151,https://static.wixstatic.com/media/641b73_50c7f5bf40214d6f940d211e2359ccda~mv2.jpg,1390.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-109,Love of Ecuador · 10 Imported Floyd Roses,"'Ecuador Love' Imported Floyd Rose 10 Stems, featuring 進口厄瓜多爾弗洛伊德玫瑰10枝，配花隨機, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 濃郁玫瑰香 fragrance. Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=152,https://static.wixstatic.com/media/641b73_de821a5caf5c49789e8c962a78a40c48~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-110,Imported Dahlia and Dendrobium Bouquet,"'Dahlia Orchid' Imported Dahlia & Dendrobium Bouquet, featuring 進口大麗花，石斛蘭，配花, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 層次豐富 fragrance. 高約55cm 寬約50cm. Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=153,https://static.wixstatic.com/media/641b73_43b9684599eb4caeb43d016c9723b80a~mv2.jpg,1280.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-111,Freud Classic · Imported Rose Bouquet,"'Floyd Classic' Imported Rose Bouquet, featuring 進口弗洛伊德玫瑰，配花, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 濃郁玫瑰香 fragrance.  Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=154,https://static.wixstatic.com/media/641b73_6daaca09d1a348509d6c67572d6b60a3~mv2.jpg,790.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,"RoyalSpl 花藝, 即日鮮花"
RSP-112,Shimmer · Pink Tulip Fresh Bouquet,"'Glimmer' Pink Tulip Bouquet, featuring 粉色鬱金香，配花, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 淡雅花香 fragrance. 高約50cm 寬約45cm. Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=155,https://static.wixstatic.com/media/641b73_3ac8d43ec377489ab1df4445a6cf78ae~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-113,Austin Rendezvous - Imported Austin Rose Bouquet,"Austin Rendezvous features premium imported Austin roses with elegant accent flowers, handcrafted by RoyalSpl Florist Hong Kong. Austin roses symbolise passion and love, with full, layered petals and a rich, delicate fragrance. A sophisticated choice for anniversaries, weddings and special moments, delivered fresh across Hong Kong.",https://www.royalspl.shop/en/product-detail.html?id=156,https://static.wixstatic.com/media/641b73_442c66f951284d4fbffe06c081681bd7~mv2.jpg,1080.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-114,Star of Ecuador · Imported Rose Bouquet,"'Ecuador Star' Imported Rose Bouquet, featuring 進口厄瓜多爾玫瑰，配花, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 濃郁玫瑰香 fragrance. 高約50cm 寬約45cm. Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=157,https://static.wixstatic.com/media/641b73_b9ace1fe865e47cdb1a30c05601942b2~mv2.jpg,890.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-115,Large-headed Roses · Imported Large Rose Bouquet,"'Grand Rose' Imported Large Head Rose Bouquet, featuring 進口大頭玫瑰，配花, expertly crafted by RoyalSpl Florist Hong Kong. Roses symbolize passion and love, with full layered petals and 濃郁玫瑰香 fragrance. 高約55cm 寬約50cm. Perfect for birthdays, anniversaries, Valentine's Day, and special occasions. 3 days pre-order, fresh imported flowers delivered directly in Hong Kong with complimentary greeting card.",https://www.royalspl.shop/en/product-detail.html?id=158,https://static.wixstatic.com/media/641b73_cfe062744d7d4132ae59a73ea8174480~mv2.jpg,1280.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-049,Purple Dream - Rose Bouquet,"Experience the dreamy romance of our Purple Dream 19-stem pink rose Japanese bouquet. Expertly crafted by senior Hong Kong florists with premium imported Dutch pink roses, delicate baby's breath and eucalyptus leaves. Perfect for birthdays, anniversaries, or expressing your heartfelt emotions. Same-day delivery across Hong Kong. Hong Kong florist | pink rose bouquet | birthday flowers | same-day delivery | Valentine's Day gift",https://www.royalspl.shop/en/product-detail.html?id=248,https://static.wixstatic.com/media/641b73_77120a92bf31485fbf503c5cd5a41b39~mv2.jpg,580.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-050,Purple Grace - Rose Bouquet,"Discover the elegant mystery of our Purple Grace 19-stem purple rose bouquet. Featuring premium imported purple roses with luxurious complementary blooms, this sophisticated arrangement exudes refinement and admiration. Ideal for elegant ladies, corporate gifting, and special celebrations. Fresh flowers delivered daily in Hong Kong. Purple rose bouquet | HK florist | luxury flowers | Japanese floral art | Mother's Day recommendation",https://www.royalspl.shop/en/product-detail.html?id=249,https://static.wixstatic.com/media/641b73_501b6cfa782b4f82b214bd1137be6f7c~mv2.jpg,590.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-051,Pink Dream - Rose Bouquet,"Pink Dream Japanese-style bouquet featuring 19 premium pink roses, soft and sweet like first love. Paired with white baby's breath for a dreamy, romantic look. The perfect choice for birthdays, confessions and anniversaries, letting her feel your tender affection. Handcrafted by RoyalSpl Florist Hong Kong with fresh imported flowers, same-day delivery available across Hong Kong.",https://www.royalspl.shop/en/product-detail.html?id=250,https://static.wixstatic.com/media/641b73_9597af6528fb4033aacd6f7a391286fb~mv2.jpg,580.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-052,Red Snow - Japanese Bouquet,"Feel the passion of our Red Snow Japanese bouquet. A striking contrast of passionate red roses and pure white blooms, like fire in the snow. Featuring premium imported red roses with white accents, bold and stylish. Perfect for confessions, proposals, and anniversaries. Same-day Hong Kong delivery. Red rose bouquet | Hong Kong florist | proposal flowers | romantic bouquet | luxury floral design",https://www.royalspl.shop/en/product-detail.html?id=251,https://static.wixstatic.com/media/641b73_cfe972ece75441dabaab6742aa0a7693~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-053,Pink Charm - Japanese Bouquet,"Be charmed by our Pink Charm Japanese bouquet. Delicate pink blooms in layers, like a blushing maiden. Featuring seasonal pink flowers with green accents, fresh and elegant. Ideal for birthdays, Mother's Day, and get-well wishes. Designed by professional Hong Kong florists. Pink bouquet | HK flower shop | Mother's Day gift | birthday flowers | fresh floral art",https://www.royalspl.shop/en/product-detail.html?id=252,https://static.wixstatic.com/media/641b73_8a7d2e5f4f904ee38776139015343cca~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-054,Fire Fox - Japanese Bouquet,"Ignite passion with our Fire Fox Japanese bouquet. Fiery orange-red tones that radiate energy and enthusiasm. Featuring premium imported orange roses and red blooms with rich layers. Perfect for grand openings, housewarmings, and encouragement. Delivery across Hong Kong. Orange bouquet | Hong Kong flower delivery | opening flowers | housewarming gift | vibrant floral art",https://www.royalspl.shop/en/product-detail.html?id=253,https://static.wixstatic.com/media/641b73_4fade9ede3cb4a8abb03695b2faa13f7~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-055,Crimson Charm - Japanese Bouquet,"Ignite passion with our Fire Fox Japanese bouquet. Fiery orange-red tones that radiate energy and enthusiasm. Featuring premium imported orange roses and red blooms with rich layers. Perfect for grand openings, housewarmings, and encouragement. Delivery across Hong Kong. Orange bouquet | Hong Kong flower delivery | opening flowers | housewarming gift | vibrant floral art",https://www.royalspl.shop/en/product-detail.html?id=254,https://static.wixstatic.com/media/641b73_c19be99a11ba41248b82b8c0d2666375~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-056,Blue Snow - Japanese Bouquet,"Discover tranquility with our Blue Snow Japanese bouquet. Refreshing blue and white palette, pure as first snow. Featuring blue hydrangeas and white roses with silver foliage, dreamy and unique. Perfect for that special someone with unique taste, or sympathy and new baby celebrations. Same-day HK delivery. Blue bouquet | Hong Kong florist | fresh floral art | sympathy flowers | unique bouquet",https://www.royalspl.shop/en/product-detail.html?id=255,https://static.wixstatic.com/media/641b73_d0266005395742fba8d33c840ed50147~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-057,Blue Grace - Japanese Bouquet,"Experience gentle beauty with our Blue Grace Japanese bouquet. Soft blue-purple tones like a misty morning garden. Featuring blue hydrangeas, purple bellflowers, and white baby's breath with rich layers. Ideal for birthdays, thank-you, and hospital visits. Professional Hong Kong floral team. Blue-purple bouquet | HK flower delivery | birthday gift | thank-you flowers | warm floral art",https://www.royalspl.shop/en/product-detail.html?id=256,https://static.wixstatic.com/media/641b73_ce8fbb3f173946c7810d0a8b8ddd8265~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-058,Purple Charm - Japanese Bouquet,"Be enchanted by our Purple Charm Japanese bouquet. Mysterious and noble purple tones, romantic as a lavender field. Featuring purple roses, bellflowers, and hydrangeas with green accents, exceptional elegance. Perfect for elegant ladies, elders, and special celebrations. Hong Kong island-wide delivery. Purple bouquet | luxury HK florist | elegant flowers | Mother's Day | Japanese floral art",https://www.royalspl.shop/en/product-detail.html?id=257,https://static.wixstatic.com/media/641b73_9db90a1b752f48e0bbfdca52654ca51b~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-059,Fragrant Elegance - Japanese Bouquet,"Celebrate beauty with our Fragrant Elegance Japanese bouquet. Rich variety of seasonal blooms, brilliant as a spring garden. Featuring multiple imported flowers with harmonious colors and distinct layers. Ideal for birthdays, opening gifts, and home decoration. Fresh flowers delivered daily in Hong Kong. Colorful bouquet | HK florist | birthday flowers | opening gift | home floral decor",https://www.royalspl.shop/en/product-detail.html?id=258,https://static.wixstatic.com/media/641b73_b875bad1b4f54bb6b3ddf70ab8b42da5~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-060,Orchid Grace - Tulip Bouquet,"Indulge in elegance with our Orchid Grace Japanese tulip bouquet. Graceful imported Dutch tulips that bring hope and beauty like spring messengers. Featuring multi-color tulips with premium accents, minimalist and stylish. Perfect for birthdays, thank-you, and new home celebrations. Same-day Hong Kong delivery. Tulip bouquet | HK flower shop | imported flowers | birthday gift | minimalist floral art",https://www.royalspl.shop/en/product-detail.html?id=259,https://static.wixstatic.com/media/641b73_2b99c9622f454192a2dd7e249c343786~mv2.jpg,488.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-061,Snow Elegance - Japanese Bouquet,"Experience pure beauty with our Snow Elegance Japanese bouquet. Immaculate white blooms, noble as fresh snow. Featuring white roses and white bellflowers with silver foliage, ethereal elegance. Ideal for weddings, baptisms, hospital visits, and condolences. Designed by top Hong Kong florists. White bouquet | HK florist | wedding flowers | pure floral art | luxury bouquet",https://www.royalspl.shop/en/product-detail.html?id=260,https://static.wixstatic.com/media/641b73_7440b8df1bbf48b89f29259731a6140d~mv2.jpg,460.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-062,Purple Rhyme - Japanese Bouquet,"Experience the timeless elegance of our Japanese-style purple bellflower bouquet. Expertly crafted with premium imported purple platycodon and delicate seasonal blooms, this stunning arrangement brings serenity and sophistication to any space. Perfect for birthdays, anniversaries, or as a thoughtful gift. Order now for same-day flower delivery in Hong Kong. Hong Kong florist | fresh flowers | Japanese bouquet | purple flowers HK",https://www.royalspl.shop/en/product-detail.html?id=261,https://static.wixstatic.com/media/641b73_9074c10875f94020a78b4866d329b606~mv2.jpg,460.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
