id,title,description,link,image_link,price,sale_price,availability,condition,brand,google_product_category,custom_label_0
RSP-031,法式蜜桃鮮花,法式自然風花束，精選庭園玫瑰（香檳 / 復古粉）、白色洋桔梗、蕾絲花與尤加利葉，交織出不規則生長線條與輕盈空氣感。燕麥色原色棉麻布包裹，搭配手撕毛邊真絲絲帶，低調優雅。香港花店匠心製作，全港鮮花速遞，適合生日、情人節、紀念日送禮。,https://www.royalspl.shop/product-detail.html?id=32,https://pub-aed48a8286cf45d29bfc6eeefeb882fd.r2.dev/goods/12-peach-rose-white-delphinium-pedestal-bouquet/peach-rose-white-delphinium-garden-pedestal-bouquet-main.jpg,1380.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,法式田園風
RSP-032,深紅薰衣草,法式田園自然風，將晨曦初露的氣息吹入這炭灰色包裹之中。Juliet 玫瑰是時光沉澱出的深紅守候，奶油陸蓮花是最初的溫柔，薰衣草在晨風中低語，小白菊與蕾絲花語是散落的無憂脈絡。香港花店匠心製作，全港鮮花速遞，這不爭豔，僅以隨性與生機訴說一段復古而恬靜的守候時光。,https://www.royalspl.shop/product-detail.html?id=33,https://pub-aed48a8286cf45d29bfc6eeefeb882fd.r2.dev/goods/13-burgundy-rose-peach-ranunculus-lavender-bouquet/burgundy-rose-peach-ranunculus-lavender-bouquet-main.jpg,1380.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,法式田園風
RSP-033,灰紫香檳,法式自然風紫玫瑰花束，精選莫蘭迪灰紫玫瑰（暗戀情人）與奶油白玫瑰（雲賞），搭配小紫菊、尤加利葉、蕨類、紫羅蘭與蕾絲花。焦糖色配霧面炭灰防水棉紙包裝，燕麥色粗麻布毛邊絲帶，低調奢華。香港花店匠心製作，全港速遞，適合生日、情人節、求婚送禮。,https://www.royalspl.shop/product-detail.html?id=34,https://pub-aed48a8286cf45d29bfc6eeefeb882fd.r2.dev/goods/14-mauve-champagne-rose-white-delphinium-bouquet/mauve-champagne-rose-white-delphinium-bouquet-main.jpg,1280.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,法式田園風
RSP-101,星光 · 進口粉芍藥鬱金香鮮花束,星光 · 進口粉芍藥鬱金香鮮花束，精選進口粉芍藥，鬱金香，配花，香港 RoyalSpl Florist 匠心製作。芍藥花語「富貴與美麗」，花瓣層層疊疊如絲綢般柔軟，散發層次豐富。適合生日、紀念日、母親節、探病等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=144,https://static.wixstatic.com/media/641b73_06ab3a27a8124efb80a1e7e3bb3bf4dd~mv2.jpg,1090.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-102,雪影 · 粉芍藥玫瑰花束,雪影 · 粉芍藥玫瑰花束，精選粉芍藥，玫瑰，配花，香港 RoyalSpl Florist 匠心製作。芍藥花語「富貴與美麗」，花瓣層層疊疊如絲綢般柔軟，散發層次豐富。高約60cm 寬約55cm，適合生日、紀念日、母親節、探病等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=145,https://static.wixstatic.com/media/641b73_fdc1ae6f2e6d46fc954c612f75489f6a~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-103,白芍雅集 · 進口白芍藥配花束,白芍雅集 · 進口白芍藥配花束，精選5枝白芍藥，5-6種配花，香港 RoyalSpl Florist 匠心製作。芍藥花語「富貴與美麗」，花瓣層層疊疊如絲綢般柔軟，散發清新淡雅。適合生日、紀念日、母親節、探病等重要場合。新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=146,https://static.wixstatic.com/media/641b73_764993f8a1e447a99620879144e1a6c7~mv2.jpg,998.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-104,綺夢 · 進口芍藥牡丹鮮花束,綺夢 · 進口芍藥牡丹鮮花束，精選進口芍藥，牡丹，配花，香港 RoyalSpl Florist 匠心製作。芍藥花語「富貴與美麗」，花瓣層層疊疊如絲綢般柔軟，散發淡雅花香。高約50cm 寬約45cm，適合生日、紀念日、母親節、探病等重要場合。新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=147,https://static.wixstatic.com/media/641b73_c49c7652be20475a95bb78f5eae551b0~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-105,帝王芍 · 9枝大朵芍藥鮮花束,帝王芍 · 9枝大朵芍藥鮮花束，精選9枝大朵芍藥，配花，香港 RoyalSpl Florist 匠心製作。芍藥花語「富貴與美麗」，花瓣層層疊疊如絲綢般柔軟，散發淡雅花香。適合生日、紀念日、母親節、探病等重要場合。新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=148,https://static.wixstatic.com/media/641b73_2658a565c5114d5db82b894e52fbd292~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,進口牡丹/芍藥花
RSP-106,鬱金香頌 · 進口鬱金香粉玫瑰鮮花束,鬱金香頌 · 進口鬱金香粉玫瑰鮮花束，精選進口鬱金香，粉玫瑰，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發淡雅花香。適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=149,https://static.wixstatic.com/media/641b73_2e3d43a64a594c259a68f1cc8f85d748~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-107,熱戀紅玫 · 進口弗洛伊德紅玫瑰20枝,熱戀紅玫 · 進口弗洛伊德紅玫瑰20枝，精選進口弗洛伊德玫瑰10枝，紅多頭玫瑰10枝，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發濃郁玫瑰香。適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=150,https://static.wixstatic.com/media/641b73_05689b3942a74d299e9d73a21a3bcd91~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-108,弗洛伊德之夢 · 進口玫瑰20枝花束,弗洛伊德之夢 · 進口玫瑰20枝花束，精選進口弗洛伊德玫瑰20枝，配花隨機，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發濃郁玫瑰香。適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=151,https://static.wixstatic.com/media/641b73_50c7f5bf40214d6f940d211e2359ccda~mv2.jpg,1390.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-109,厄瓜多爾之戀 · 進口弗洛伊德玫瑰10枝,厄瓜多爾之戀 · 進口弗洛伊德玫瑰10枝，精選進口厄瓜多爾弗洛伊德玫瑰10枝，配花隨機，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發濃郁玫瑰香。適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=152,https://static.wixstatic.com/media/641b73_de821a5caf5c49789e8c962a78a40c48~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-110,進口大麗花石斛蘭花束,大麗石斛 · 進口大麗花石斛蘭花束，精選進口大麗花，石斛蘭，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發層次豐富。高約55cm 寬約50cm，適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=153,https://static.wixstatic.com/media/641b73_43b9684599eb4caeb43d016c9723b80a~mv2.jpg,1280.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-111,弗洛伊德經典 · 進口玫瑰鮮花束,弗洛伊德經典 · 進口玫瑰鮮花束，精選進口弗洛伊德玫瑰，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發濃郁玫瑰香。適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=154,https://static.wixstatic.com/media/641b73_6daaca09d1a348509d6c67572d6b60a3~mv2.jpg,790.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,"RoyalSpl 花藝, 即日鮮花"
RSP-112,微光 · 粉色鬱金香鮮花束,微光 · 粉色鬱金香鮮花束，精選粉色鬱金香，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發淡雅花香。適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=155,https://static.wixstatic.com/media/641b73_3ac8d43ec377489ab1df4445a6cf78ae~mv2.jpg,980.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-113,奧斯汀之約 · 進口奧斯汀玫瑰花束,奧斯汀之約 · 進口奧斯汀玫瑰花束，精選進口奧斯汀玫瑰，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發濃郁玫瑰香。適合生日、紀念日、情人節、求婚等重要場合。新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=156,https://static.wixstatic.com/media/641b73_442c66f951284d4fbffe06c081681bd7~mv2.jpg,1080.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-114,厄瓜多爾之星 · 進口玫瑰花束,厄瓜多爾之星 · 進口玫瑰花束，精選進口厄瓜多爾玫瑰，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發濃郁玫瑰香。適合生日、紀念日、情人節、求婚等重要場合。預訂3天，新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=157,https://static.wixstatic.com/media/641b73_b9ace1fe865e47cdb1a30c05601942b2~mv2.jpg,890.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-115,大頭玫瑰 · 進口大朵玫瑰花束,大頭玫瑰 · 進口大朵玫瑰花束，精選進口大頭玫瑰，配花，香港 RoyalSpl Florist 匠心製作。玫瑰花語「熱情與愛情」，花瓣飽滿層次豐富，散發濃郁玫瑰香。適合生日、紀念日、情人節、求婚等重要場合。新鮮進口花材直送香港，免費附送心意卡。,https://www.royalspl.shop/product-detail.html?id=158,https://static.wixstatic.com/media/641b73_cfe062744d7d4132ae59a73ea8174480~mv2.jpg,1280.00 HKD,,preorder,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,RoyalSpl 花藝
RSP-049,【紫夢】19枝粉玫瑰日式鮮花束,【紫夢】19枝粉玫瑰日式鮮花束，由香港資深花藝師匠心設計。精選荷蘭進口粉玫瑰，搭配柔滿天星與尤加利葉，營造浪漫夢幻氛圍。無論是生日驚喜、紀念日慶祝，還是傳達心意，這束粉玫瑰都能為對方帶來滿滿感動。香港即日送貨，新鮮保證。香港花店|粉玫瑰花束|生日花束|即日鮮花速遞|情人節花禮,https://www.royalspl.shop/product-detail.html?id=248,https://static.wixstatic.com/media/641b73_77120a92bf31485fbf503c5cd5a41b39~mv2.jpg,580.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-050,【紫馨】19枝紫玫瑰日式鮮花束,【紫馨】19枝紫玫瑰日式鮮花束，優雅神秘的紫色調，傳達深深的愛慕與欣賞。精選進口紫玫瑰，搭配高級配花，層次豐富，氣質非凡。適合送給優雅獨立的她，或用於商務送禮、慶祝場合。香港頂級花店，新鮮花材每日直送。紫玫瑰花束|香港鮮花速遞|高級花禮|日式花藝|母親節推薦,https://www.royalspl.shop/product-detail.html?id=249,https://static.wixstatic.com/media/641b73_501b6cfa782b4f82b214bd1137be6f7c~mv2.jpg,590.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-051,【粉夢】19枝粉玫瑰日式鮮花束,【粉夢】19枝粉玫瑰日式鮮花束，粉嫩柔和的粉色玫瑰，如初戀般甜蜜美好。精選頂級粉玫瑰，搭配白色滿天星，營造夢幻浪漫氛圍。生日、告白、紀念日的完美選擇，讓她感受到你滿滿的愛意。香港全區即日送貨。粉玫瑰花束|香港花店|生日禮物|情人節花束|浪漫驚喜,https://www.royalspl.shop/product-detail.html?id=250,https://static.wixstatic.com/media/641b73_9597af6528fb4033aacd6f7a391286fb~mv2.jpg,580.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-052,【紅雪】日式鮮花束,【紅雪】日式鮮花束，熱情紅玫瑰與純白花朵的經典對比，如同冰雪中的烈火，強烈而動人。精選進口紅玫瑰，搭配白色配花，大氣時尚。適合告白、求婚、周年慶祝，傳達熾熱的愛意。香港即日送貨，新鮮保證。紅玫瑰花束|香港鮮花店|求婚花禮|浪漫花束|高級花藝,https://www.royalspl.shop/product-detail.html?id=251,https://static.wixstatic.com/media/641b73_cfe972ece75441dabaab6742aa0a7693~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-053,【粉嫣】日式鮮花束,【粉嫣】日式鮮花束，嬌嫩粉色花朵層層綻放，如少女含羞的容顏。精選當季粉色花材，搭配綠意點綴，清新脫俗。適合生日、母親節、探望病人，傳達溫柔的祝福。香港專業花藝師設計，品質保證。粉色花束|香港花店|母親節禮物|生日花束|清新花藝,https://www.royalspl.shop/product-detail.html?id=252,https://static.wixstatic.com/media/641b73_8a7d2e5f4f904ee38776139015343cca~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-054,【火狐】日式鮮花束,【火狐】日式鮮花束，熾熱的橙紅色調，如火焰般熱情奔放。精選進口橙色玫瑰與紅色花材，層次豐富，視覺衝擊力強。適合開張慶祝、喬遷之喜、鼓勵慰問，為對方帶來好運與能量。香港全區配送。橙色花束|香港鮮花速遞|開張花籃|喬遷禮物|熱情花藝,https://www.royalspl.shop/product-detail.html?id=253,https://static.wixstatic.com/media/641b73_4fade9ede3cb4a8abb03695b2faa13f7~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-055,【紅嫣】日式鮮花束,【紅嫣】日式鮮花束，深紅色玫瑰綻放著成熟嫵媚的氣質，如紅酒般醇厚迷人。精選頂級紅玫瑰，搭配暗紅色配花，高級感十足。適合周年慶、求婚、感謝恩師，傳達深刻的情感。香港頂級花店出品。紅玫瑰花束|香港高級花店|周年禮物|求婚花束|成熟花藝,https://www.royalspl.shop/product-detail.html?id=254,https://static.wixstatic.com/media/641b73_c19be99a11ba41248b82b8c0d2666375~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-056,【藍雪】日式鮮花束,【藍雪】日式鮮花束，清新的藍白配色，如冬日初雪般純淨寧靜。精選藍色繡球與白色玫瑰，搭配銀色葉材，夢幻而別緻。適合送給氣質獨特的她，或用於安撫慰問、新生兒慶祝。香港即日送貨。藍色花束|香港花店|清新花藝|慰問花禮|獨特花束,https://www.royalspl.shop/product-detail.html?id=255,https://static.wixstatic.com/media/641b73_d0266005395742fba8d33c840ed50147~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-057,【藍馨】日式鮮花束,【藍馨】日式鮮花束，溫柔的藍紫色調，如清晨霧氣中的花園，寧靜而美好。精選藍色繡球、桔梗，搭配白色滿天星，層次豐富。適合生日、感謝、探病，傳達溫馨的祝福。香港專業花藝團隊。藍紫色花束|香港鮮花速遞|生日禮物|感謝花禮|溫馨花藝,https://www.royalspl.shop/product-detail.html?id=256,https://static.wixstatic.com/media/641b73_ce8fbb3f173946c7810d0a8b8ddd8265~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-058,【紫嫣】日式鮮花束,【紫嫣】日式鮮花束，神秘高貴的紫色系，如薰衣草田般浪漫迷人。精選紫色玫瑰、桔梗、繡球，搭配綠意點綴，氣質非凡。適合送給優雅的女性長輩、上司，或用於慶祝特殊時刻。香港全區配送。紫色花束|香港高級花店|優雅花禮|母親節推薦|日式花藝,https://www.royalspl.shop/product-detail.html?id=257,https://static.wixstatic.com/media/641b73_9db90a1b752f48e0bbfdca52654ca51b~mv2.jpg,680.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-059,【芳華】日式鮮花束,【芳華】日式鮮花束，豐富多彩的當季花材，如春日花園般燦爛奪目。精選多種進口花材，色彩和諧，層次分明。適合生日慶祝、開張賀禮、家居裝飾，為生活增添美好。香港新鮮花材每日直送。多彩花束|香港花店|生日花束|開張花禮|家居花藝,https://www.royalspl.shop/product-detail.html?id=258,https://static.wixstatic.com/media/641b73_b875bad1b4f54bb6b3ddf70ab8b42da5~mv2.jpg,690.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-060,【蘭馨】日式鬱金香鮮花束,【蘭馨】日式鬱金香鮮花束，優雅的荷蘭進口鬱金香，如春天的使者般帶來希望與美好。精選多色鬱金香，搭配高級配花，簡約時尚。適合生日、感謝、新居入伙，傳達純粹的祝福。香港即日送貨。鬱金香花束|香港鮮花店|進口花材|生日禮物|簡約花藝,https://www.royalspl.shop/product-detail.html?id=259,https://static.wixstatic.com/media/641b73_2b99c9622f454192a2dd7e249c343786~mv2.jpg,488.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-061,【雪萱】日式鮮花束,【雪萱】日式鮮花束，純白無瑕的花朵，如白雪般純淨高貴。精選白玫瑰、白桔梗，搭配銀色葉材，氣質脫俗。適合婚禮、洗禮、探病、悼念，傳達最純粹的心意。香港頂級花藝師設計。白色花束|香港花店|婚禮花禮|純淨花藝|高級花束,https://www.royalspl.shop/product-detail.html?id=260,https://static.wixstatic.com/media/641b73_7440b8df1bbf48b89f29259731a6140d~mv2.jpg,460.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-062,【紫韻】 日式紫色桔梗鮮花束,【紫韻】日式紫色桔梗鮮花束，優雅的紫色桔梗，如詩如畫，傳達永恆的愛與誠實。精選進口紫色桔梗，搭配滿天星與尤加利，清新別緻。適合生日、紀念日、感謝，送給氣質出眾的她。香港全區即日送貨。紫色桔梗|香港鮮花速遞|優雅花束|生日禮物|日式花藝,https://www.royalspl.shop/product-detail.html?id=261,https://static.wixstatic.com/media/641b73_9074c10875f94020a78b4866d329b606~mv2.jpg,460.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
RSP-063,【露華】日式進口郁金香鮮花束,【露華】日式進口鬱金香鮮花束，清晨露珠般晶瑩剔透的鬱金香，帶來春天的氣息。精選荷蘭進口多色鬱金香，花型飽滿，色彩豔麗。適合生日、情人節、感謝，傳達美好祝願。香港頂級花店。進口鬱金香|香港花店|情人節花束|生日禮物|高級花藝,https://www.royalspl.shop/product-detail.html?id=262,https://static.wixstatic.com/media/641b73_2eb52cc0f95a48f5a9ad389bf0e32353~mv2.jpg,460.00 HKD,,in stock,new,RoyalSpl Florist,Home & Garden > Plants > Flowers,即日鮮花
